0.000000000000000000e+00,1.145676749280495274e-05,1.567000000000000000e+03,4.660000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.192092895507812500e-07,0.000000000000000000e+00
1.000000000000000000e+00,3.634560721855364224e-05,1.568000000000000000e+03,4.610000000000000000e+02,1.960784313725490169e-01,-3.921568627450980338e-02,-1.192092895507812500e-07,0.000000000000000000e+00
2.000000000000000000e+00,7.567076410713263757e-02,1.568000000000000000e+03,4.600000000000000000e+02,3.921568627450980338e-02,0.000000000000000000e+00,-1.192092895507812500e-07,0.000000000000000000e+00
3.000000000000000000e+00,1.599337087729209295e-01,1.569000000000000000e+03,4.590000000000000000e+02,3.921568627450980338e-02,-3.921568627450980338e-02,-1.192092895507812500e-07,0.000000000000000000e+00
4.000000000000000000e+00,2.288031035988077055e-01,1.569000000000000000e+03,4.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.192092895507812500e-07,0.000000000000000000e+00
5.000000000000000000e+00,3.133200724541778670e-01,1.569000000000000000e+03,4.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.192092895507812500e-07,0.000000000000000000e+00
6.000000000000000000e+00,3.791095721292402354e-01,1.569000000000000000e+03,4.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.192092895507812500e-07,0.000000000000000000e+00
7.000000000000000000e+00,4.474448445533935059e-01,1.569000000000000000e+03,4.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.747940063476562500e-04,-2.235174179077148438e-04
8.000000000000000000e+00,5.294120900501924076e-01,1.569000000000000000e+03,4.570000000000000000e+02,7.843137254901960675e-02,0.000000000000000000e+00,6.495714187622070312e-04,-3.880262374877929688e-04
9.000000000000000000e+00,6.137275778220684375e-01,1.570000000000000000e+03,4.500000000000000000e+02,2.745098039215686514e-01,-3.921568627450980338e-02,5.121231079101562500e-04,-3.206729888916015625e-04
